Distance (µm),O Wt%,F Wt%,Si Wt%,K Wt%,C Wt%,Na Wt%,
0,0.515786,0.379227,89.11396,0.580683,8.782098,0.628246,
0.00157417915213098,0.207794,0.741372,92.02115,0.540207,6.467173,0.022303,
0.00314835830426196,0.4381,0,92.1591,0.20619,7.196607,0,
0.00472253745639293,0.055509,0.75451,91.07932,0.358654,7.693805,0.058199,
0.00629671660852384,0.648543,0.121418,90.64299,0,8.58705,0,
0.00787089576065481,0.029786,0.562095,89.83762,0.00164,9.550819,0.018043,
0.00944507491278579,0.326466,0.497922,90.43981,0,8.735227,0.000576,
0.0110192540649168,0.803731,0.144339,91.55349,0.186298,7.312145,0,
0.0125934332170478,0.393369,0.669481,91.80741,0,7.016765,0.112971,
0.0141676123691787,0.693918,0.16161,92.11831,0,6.386657,0.639504,
0.0157417915213097,0.470568,0.073143,91.29829,0,8.037407,0.120586,
0.0173159706734407,0.33434,0.295324,91.64346,0,7.719107,0.007763,
0.0188901498255716,0.686743,0,90.74827,0.710674,7.854316,0,
0.0204643289777026,0.144465,0.436279,90.0431,0.197442,9.17872,0,
0.0220385081298335,0.233376,0.414399,91.861,0.330572,7.099182,0.061467,
0.0236126872819645,0.570163,0.312364,89.62827,0,9.325576,0.163628,
0.0251868664340955,0.736032,0.284387,92.28598,0.004707,6.688898,0,
0.0267610455862265,0.590404,0.419273,90.97684,0,8.013486,0,
0.0283352247383575,1.036549,0,91.9639,0.047743,6.95181,0,
0.0299094038904884,0.32708,0.570261,91.29733,0.239697,7.565627,0,
0.0314835830426196,0.582471,0.054933,89.99595,0,9.338599,0.028048,
0.0330577621947505,0.570623,0,91.31799,0,8.111389,0,
0.0346319413468815,0.235546,0.287371,91.84717,0,7.333148,0.296763,
0.0362061204990125,0,0.767422,91.28286,0.069762,7.879955,0,
0.0377802996511435,0.52894,0.080172,91.54656,0.271366,7.233361,0.339597,
0.0393544788032745,0.336881,0.200639,91.62785,0.327807,7.445026,0.061797,
0.0409286579554054,0.26028,0.46404,91.24812,0.367375,7.660186,0,
0.0425028371075364,0.950155,0.04148,90.02117,0,8.987193,0,
0.0440770162596673,0.258549,0.391079,89.383,0,9.588675,0.378704,
0.0456511954117983,0.303068,0,90.85346,0,8.843471,0,
0.0472253745639293,0.747884,0.257976,89.7599,0.003306,8.686484,0.54445,
0.0487995537160602,0.798602,0.054443,89.81975,0.159798,9.167409,0,
0.0503737328681912,0.475109,0.503943,89.39168,0.109402,9.424338,0.095526,
0.0519479120203222,0,0.705884,89.70112,0,9.592998,0,
0.0535220911724532,0.272566,0.171467,90.25359,0.204735,9.097644,0,
0.0550962703245842,0.136976,0.329324,89.27142,1.069626,9.184057,0.00859,
0.0566704494767151,0.222069,0.120607,90.80968,0.69968,7.474036,0.673926,
0.0582446286288461,0.259526,0.06943,91.03125,0.085909,8.327366,0.226515,
0.059818807780977,0.28643,0.541209,90.934,0.168876,8.069486,0,
0.0613929869331079,0.341055,0.579851,90.32626,0,8.428578,0.324262,
0.062967166085239,0.569455,0.47121,90.71743,0.270242,7.953003,0.018661,
0.0645413452373699,0.118948,0.791931,92.40878,0,6.680345,0,
0.0661155243895009,0.23196,0.457013,92.21597,0.069739,7.025318,0,
0.0676897035416318,0.583982,0.712247,90.72395,0.605457,7.338476,0.035889,
0.0692638826937629,0.821777,0.178171,90.73023,0,8.269817,0,
0.0708380618458938,0.688489,0.098729,90.02941,0,8.918831,0.264539,
0.0724122409980248,0.244474,0,90.92255,0.245354,8.587627,0,
0.0739864201501558,0.589123,0,91.83646,0.197679,7.071869,0.304864,
0.0755605993022867,0,0.395909,91.15365,0.440801,8.009643,0,
0.0771347784544177,0.623914,0.493671,92.03971,0,6.764583,0.078124,
0.0787089576065486,0.637065,0.625352,90.58769,0.529521,7.61037,0.010001,
0.0802831367586797,0.742793,0.006255,90.79177,0,8.449634,0.009546,
0.0818573159108106,0.611727,0.210911,92.05293,0.530528,6.593901,0,
0.0834314950629416,0.378739,0.881842,90.51754,0.684228,7.537654,0,
0.0850056742150725,0.353343,0.288437,90.28373,0,8.568147,0.506347,
0.0865798533672034,0.387508,0.261698,90.18965,0.207455,8.953688,0,
0.0881540325193345,0.032585,0.385165,90.4828,0.093221,9.006227,0,
0.0897282116714656,0.900894,0.473282,90.6086,0,7.826432,0.190788,
0.0913023908235967,0.269497,0.696372,89.56074,0.595236,8.831538,0.046619,
0.0928765699757276,0.441248,0.028063,90.46202,0.243951,8.684855,0.139862,
0.0944507491278586,0.962435,0.017297,90.99337,0.175661,7.775686,0.075549,
0.0960249282799895,0.504902,0.119148,89.95802,0.353397,9.064541,0,
0.0975991074321206,0.150683,0.929278,89.13307,0.003627,9.332757,0.45058,
0.0991732865842515,0.519065,0.598056,90.08372,0.848558,7.950598,0,
0.100747465736382,0.544588,1.091607,90.35154,0.124177,7.633915,0.254174,
0.102321644888513,0.487886,1.210858,91.98123,0.269119,5.991414,0.059488,
0.103895824040644,0.619873,0,90.80632,0.9633,7.392887,0.217623,
0.105470003192775,0.508867,0.81758,89.7334,0.940106,7.829968,0.170082,
0.107044182344906,0.30269,0.308817,90.35554,0.388216,8.184621,0.46012,
0.108618361497037,0.51487,0.506626,91.24655,0.221099,7.493369,0.017488,
0.110192540649168,0.701174,1.012997,90.86472,0.244845,7.176272,0,
0.111766719801299,0.439834,0.456629,89.69834,0.34542,9.059779,0,
0.11334089895343,0.104352,1.001103,89.16544,0.315816,9.047043,0.366249,
0.114915078105561,0.390612,0.290297,90.90308,0,8.416009,0,
0.116489257257692,0.136015,0.462703,91.11836,0,7.845975,0.436942,
0.118063436409823,0.451246,0.540564,88.93827,0.550973,9.518943,0,
0.119637615561954,0.643882,0.715605,89.53583,0.28472,8.730906,0.089063,
0.121211794714085,0.316665,0.668472,90.374,0.991374,7.649489,0,
0.122785973866216,0.446409,0.743297,88.82071,0,9.989588,0,
0.124360153018347,0.533604,0.40297,91.39323,0.464074,7.206114,0,
0.125934332170478,0.396719,0.668479,90.7536,0,8.058094,0.12311,
0.127508511322609,0.790643,0.732448,89.32291,0.11808,9.035913,0,
0.12908269047474,0.579034,0.392702,89.03773,0.667338,8.989648,0.333539,
0.130656869626871,0.385587,1.041762,89.83849,0.728929,8.005238,0,
0.132231048779002,0.340195,0.616563,89.71996,0.525999,8.797279,0,
0.133805227931133,0.580109,0,89.35539,0,9.890929,0.173566,
0.135379407083264,0.87542,0.279336,91.21597,0.290241,7.339041,0,
0.136953586235395,0.464073,0.934837,89.31322,0.228574,9.059289,0,
0.138527765387526,0.589831,0.172309,92.14436,0,7.093494,0,
0.140101944539657,0.73449,0.390571,90.0986,1.117159,7.501287,0.157892,
0.141676123691788,0.799799,0.268773,90.53011,0.393607,7.791176,0.216541,
0.143250302843919,0,0.673117,90.74234,0.615017,7.969528,0,
0.14482448199605,0.727383,0.233581,90.21088,0.46321,8.364951,0,
0.146398661148181,0.6529,0.050328,89.47476,0.345409,9.203642,0.272961,
0.147972840300311,0.612131,0.155424,90.10892,0.304108,8.819407,0,
0.149547019452442,0.483089,0.178727,89.6804,0.583825,8.719685,0.354271,
0.151121198604573,0.470614,0.262023,90.47263,0.420179,8.181698,0.192864,
0.152695377756704,0.186102,0.685973,89.81002,0.620538,8.485381,0.211985,
0.154269556908835,0.70321,0.650157,88.61275,0.722384,9.130821,0.180679,
0.155843736060967,0.809015,0.715878,90.90334,0.013758,7.280537,0.277479,
0.157417915213098,0.558214,0.224301,90.50822,0.745503,7.963765,0,
0.158992094365229,0.472822,0.497627,89.20257,0.728585,9.017434,0.080966,
0.160566273517359,0,0.51343,90.43975,0.255232,8.781358,0.010233,
0.16214045266949,0.581162,0.916649,89.19915,0.69681,8.606231,0,
0.163714631821621,0.705514,0.532597,89.90731,0.19611,8.658473,0,
0.165288810973752,0,1.113881,88.79689,0.918257,9.170972,0,
0.166862990125883,0.909287,0.770207,89.79408,0.079645,7.998518,0.448268,
0.168437169278014,0.312039,0.875439,90.3518,0.64543,7.413262,0.402028,
0.170011348430145,0.881051,1.045412,90.03683,0.252133,7.73506,0.049519,
0.171585527582276,0.838421,0.956542,90.42528,0,7.77976,0,
0.173159706734407,0.967621,0.811397,89.8733,0.298944,8.042807,0.005934,
0.174733885886538,0.741111,0.55683,89.05157,1.384731,8.167015,0.098734,
0.176308065038669,1.13998,0.257145,88.56457,0.666574,9.050731,0.321,
0.1778822441908,1.153281,0.865241,88.24047,1.369324,8.275517,0.096164,
0.179456423342931,0.72198,1.283087,87.74017,0,10.24694,0.007823,
0.181030602495062,1.087913,0.621379,90.15305,0.263357,7.874299,0,
0.182604781647193,0.126717,0.853294,89.38718,0.433207,9.199602,0,
0.184178960799324,0.697693,0.466694,88.22009,0.413966,10.20156,0,
0.185753139951455,0.273297,0.494671,89.68716,1.087656,8.457223,0,
0.187327319103586,0.804569,1.086534,89.26617,0.128845,8.713886,0,
0.188901498255717,1.091973,0.882668,88.78857,0.950644,8.065592,0.220552,
0.190475677407848,0.683152,1.194277,88.31504,0.946494,8.821028,0.040008,
0.192049856559979,0.245548,0.551061,91.15401,0.641959,7.351468,0.055946,
0.19362403571211,0.595315,0.324523,89.35513,0.777398,8.947636,0,
0.195198214864241,0.581193,0.725495,89.64318,0.424753,8.476748,0.148628,
0.196772394016372,0.727959,0.799676,87.6243,0.918392,9.634306,0.295372,
0.198346573168503,0.851998,0.921369,89.13635,0.570937,8.469322,0.050021,
0.199920752320634,1.037208,1.159654,87.56023,1.395311,8.821285,0.026317,
0.201494931472765,0.695559,1.098429,87.61726,1.534109,9.054638,0,
0.203069110624896,0.711259,0.741137,89.82349,0.638834,8.085274,0,
0.204643289777027,1.142674,0.361703,89.33633,0.224568,8.411714,0.523007,
0.206217468929158,0.513593,0.99101,89.99937,0.675468,7.82056,0,
0.207791648081289,0.525935,1.079183,90.13152,0.728983,7.517283,0.017098,
0.209365827233419,0.521501,0.633353,88.84538,0.908597,8.906266,0.184897,
0.210940006385551,0,0.817897,91.92944,0,7.076001,0.176666,
0.212514185537682,0.590891,0,90.37093,0.00143,9.000228,0.036522,
0.214088364689813,0.873097,0.51806,90.07484,0.807484,7.557606,0.168914,
0.215662543841944,0.711386,0.955203,88.65303,0.501606,9.178778,0,
0.217236722994075,0.500063,1.214011,90.11416,0.486184,7.685583,0,
0.218810902146206,0.509595,1.364703,89.02025,1.346322,7.574942,0.18419,
0.220385081298337,0.498374,0.64763,88.72291,0.979443,9.151644,0,
0.221959260450467,0.769234,0.601048,89.56445,0.84843,8.21684,0,
0.223533439602598,0.739405,1.454755,89.03613,0.627536,8.079175,0.063005,
0.225107618754729,0.321572,0.820253,90.25,1.067767,7.403882,0.136529,
0.22668179790686,0.603024,0.776461,87.60545,1.411655,9.494485,0.108928,
0.228255977058991,0.533542,1.072961,89.58577,0.803215,8.004514,0,
0.229830156211122,0.897745,0.839479,88.79944,0.956466,8.190674,0.316196,
0.231404335363253,0.751518,1.001039,90.26294,1.19046,6.794042,0,
0.232978514515384,0.847822,1.127034,87.84035,0.63074,9.057137,0.496907,
0.234552693667515,0.741775,1.284451,89.01493,0.829824,8.129017,0,
0.236126872819646,0.773228,1.242389,89.32313,0.525314,8.128754,0.007189,
0.237701051971777,0.665265,0.771269,89.17087,0.20212,9.190481,0,
0.239275231123908,1.113304,0.64734,88.4842,1.230285,8.409847,0.115027,
0.240849410276039,0.95914,0.82054,88.02339,0.853733,9.312925,0.030272,
0.24242358942817,0.867297,1.023348,88.85217,0.9863,8.270894,0,
0.243997768580301,0.397351,0.936765,88.78525,1.463887,8.416753,0,
0.245571947732432,0.439521,1.416478,89.6879,0.499911,7.530992,0.425197,
0.247146126884563,0.728218,1.206855,89.17284,0.608157,7.793612,0.490314,
0.248720306036694,0.353049,1.443653,90.10921,1.329307,6.764781,0,
0.250294485188825,1.183982,1.120487,88.28661,0.626205,8.320578,0.46214,
0.251868664340956,1.255657,1.136361,87.99658,0.602103,8.896003,0.113298,
0.253442843493087,0.212451,1.880061,89.09048,1.190463,7.489559,0.136988,
0.255017022645218,0.8226,1.039392,87.10911,1.588173,9.440728,0,
0.256591201797349,0.637783,1.290993,88.41988,0.167173,9.369876,0.114297,
0.25816538094948,0.678522,0.489954,87.82487,1.206079,9.314932,0.485647,
0.259739560101611,0.883911,0.49087,88.95925,0.742857,8.695029,0.228084,
0.261313739253742,1.200961,0.500436,88.83937,0.275495,9.183738,0,
0.262887918405873,0.271957,1.546562,87.07096,1.071605,10.01887,0.020046,
0.264462097558004,1.389196,1.301036,88.62703,0.748457,7.934278,0,
0.266036276710135,0.74546,0.650285,90.62555,0.482263,7.232719,0.263721,
0.267610455862266,0.920815,0.215621,89.17286,1.032293,8.658415,0,
0.269184635014396,0.401614,1.670207,87.27254,1.070353,9.45069,0.134599,
0.270758814166527,0.596501,1.615298,87.8243,1.340497,8.263186,0.360224,
0.272332993318658,0.930439,1.133155,87.75059,1.581385,8.604436,0,
0.27390717247079,1.052836,1.446158,87.37779,1.694137,8.204121,0.224953,
0.275481351622921,0.623776,1.274839,88.80618,1.269691,7.998082,0.027427,
0.277055530775052,1.171568,1.007398,88.98518,0.998439,7.837414,0,
0.278629709927183,0.390885,0.99373,89.7896,0.965136,7.688856,0.171793,
0.280203889079313,0.963727,1.165718,86.74158,1.059924,9.669766,0.399287,
0.281778068231445,0.49328,1.317924,87.66934,2.224664,8.294793,0,
0.283352247383576,0.789696,0.837342,89.50227,1.082096,7.519158,0.269432,
0.284926426535706,0.559577,0.988699,88.3516,0.798317,9.056544,0.245261,
0.286500605687837,1.080521,0.267966,89.4511,1.213985,7.986426,0,
0.288074784839968,0.703057,1.063088,88.49432,0.769517,8.655951,0.314067,
0.289648963992099,0.858502,0.726227,88.7308,1.411155,8.036995,0.236318,
0.29122314314423,0.668501,0.901576,87.62411,1.86612,8.939697,0,
0.292797322296361,0.951409,1.098213,87.94746,1.511311,8.431815,0.059785,
0.294371501448492,0.67638,1.328126,88.70203,1.93829,7.355171,0,
0.295945680600623,1.06679,1.518208,89.60669,0.788925,6.844933,0.174456,
0.297519859752754,0.917362,1.367168,87.05385,1.631714,8.75184,0.278068,
0.299094038904885,1.424292,1.367605,86.24782,1.378646,9.193481,0.38816,
0.300668218057016,1.002538,0.733425,89.24098,1.480467,7.542591,0,
0.302242397209147,1.145471,1.410411,87.44901,1.404196,8.561771,0.029141,
0.303816576361278,0.867365,1.273786,86.73439,1.49431,9.630152,0,
0.305390755513409,1.11492,1.237245,86.31155,1.729883,9.233716,0.37268,
0.30696493466554,0.705757,1.049853,88.44028,1.478402,8.325714,0,
0.308539113817671,0.894251,1.359959,86.48454,2.404471,8.856778,0,
0.310113292969802,1.226364,0.933021,86.39088,1.91199,9.150099,0.387647,
0.311687472121933,0.711689,0.957727,88.7064,1.003628,8.620562,0,
0.313261651274064,0.74598,1.538226,84.70576,2.123135,10.52493,0.361967,
0.314835830426195,0.889791,1.120097,85.65694,2.301402,10.03177,0,
0.316410009578326,0.297705,1.214258,88.03856,2.271837,8.17764,0,
0.317984188730457,1.068455,1.604805,84.73757,1.30461,11.11569,0.168868,
0.319558367882588,1.005572,1.365825,86.85999,2.752805,7.923623,0.092181,
0.321132547034719,1.275075,1.518583,87.39993,1.217656,8.588759,0,
0.32270672618685,0.777783,1.910428,87.26642,1.8045,8.105997,0.134872,
0.324280905338981,0.668722,1.673951,88.78629,1.784591,7.086445,0,
0.325855084491112,1.201692,1.568661,85.25089,2.193906,9.711767,0.07309,
0.327429263643243,1.717734,1.177455,86.18787,2.348127,8.463305,0.105508,
0.329003442795374,0.897687,1.32672,86.68473,1.727974,9.321531,0.041353,
0.330577621947505,1.207224,1.470288,86.9184,1.699501,8.70458,0,
0.332151801099636,1.326939,1.710978,85.67523,0.97798,10.11548,0.193396,
0.333725980251767,1.001682,1.095631,87.00738,2.133681,8.76163,0,
0.335300159403898,1.566871,1.790592,82.87656,3.494532,10.27144,0,
0.336874338556029,0.696032,2.074588,86.22424,2.273801,8.731337,0,
0.33844851770816,1.148939,1.409334,85.76119,2.045883,9.090722,0.543933,
0.340022696860291,1.404771,1.037341,85.46961,2.131819,9.561139,0.395321,
0.341596876012421,1.076689,1.577444,86.24418,1.355018,9.506333,0.240335,
0.343171055164553,0.476517,1.37627,84.89035,2.289976,10.96689,0,
0.344745234316683,0.61603,1.689145,85.80566,1.980673,9.908484,0,
0.346319413468814,0.779855,1.73217,86.52546,1.758641,8.991198,0.212675,
0.347893592620945,1.131499,1.809601,85.20136,1.587213,10.19202,0.078298,
0.349467771773076,1.041536,1.392678,85.74906,1.551633,10.06962,0.19547,
0.351041950925207,0.425958,2.502565,87.4842,1.350242,7.86156,0.375474,
0.352616130077338,1.426618,2.016145,84.73213,2.223803,9.6013,0,
0.354190309229469,1.067342,1.798229,85.1691,3.216646,8.417114,0.33157,
0.3557644883816,0.717047,2.070508,84.38409,2.61041,9.995921,0.222025,
0.357338667533731,1.247152,1.864736,84.16918,2.577138,10.00532,0.136471,
0.358912846685862,1.16336,1.693554,84.68098,2.222582,10.18603,0.053487,
0.360487025837993,0.397913,2.309173,86.54211,1.981238,8.769568,0,
0.362061204990124,1.047937,1.560035,85.38874,3.125698,8.711656,0.165935,
0.363635384142255,0.911847,1.887607,85.61588,2.749913,8.660196,0.174558,
0.365209563294386,1.231905,2.453742,85.75565,1.65419,8.692776,0.211736,
0.366783742446517,0.776181,1.085449,85.09978,2.296227,10.55337,0.188995,
0.368357921598648,1.631834,1.70504,84.61937,2.625905,9.015551,0.402298,
0.369932100750779,1.218522,1.955577,85.82947,2.314393,8.682039,0,
0.37150627990291,0.641025,2.283305,86.06693,1.82767,9.181066,0,
0.373080459055041,0.857005,2.010278,86.20872,2.775539,8.040529,0.107928,
0.374654638207172,1.039632,1.803729,86.29678,2.699855,8.16001,0,
0.376228817359303,1.87683,1.660226,85.92444,2.62679,7.530088,0.381631,
0.377802996511434,1.159271,2.122259,86.02171,1.799417,8.611914,0.285426,
0.379377175663565,1.707167,1.771739,82.61832,4.314976,9.491957,0.095846,
0.380951354815696,1.961014,1.352356,84.8008,2.91046,8.975368,0,
0.382525533967827,1.084743,2.088142,85.13261,2.454925,9.239577,0,
0.384099713119958,1.564945,2.471384,83.33228,2.391082,10.24031,0,
0.385673892272089,1.760423,2.032845,85.83445,2.670142,7.70214,0,
0.38724807142422,1.058955,2.390044,84.5519,3.077517,8.921577,0,
0.388822250576351,1.398194,2.36048,83.97038,3.375318,8.647487,0.248138,
0.390396429728482,0.8193,2.155716,85.91982,3.121019,7.969202,0.014947,
0.391970608880612,1.279238,2.13769,84.28754,2.982007,9.313519,0,
0.393544788032743,1.246235,2.689919,84.25594,3.075775,8.732134,0,
0.395118967184874,1.55285,1.400904,84.40084,3.67944,8.636543,0.329426,
